TIPO ATO;ÓRGÃO;Nº;DATA ASSINATURA;EMENTA;DATA DOM;OBSERVAÇÃO;ASSUNTO;LINK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DECRETO;;18.398;01/08/2023;Regulamenta a licitação pelo critério de julgamento por técnica e preço, na forma eletrônica, para a contratação de bens, serviços e obras e dá outras providências.;02/08/2023;;FINANÇAS - LICITAÇÃO E CONTRATAÇÃO;https://dom-web.pbh.gov.br/visualizacao/ato/422800;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DECRETO;;18.399;02/08/2023;Altera os Anexos I e IV do Decreto nº 16.676, de 31 de agosto de 2017, que dispõe sobre a codificação e a forma de recrutamento dos cargos de provimento em comissão de que trata a Lei nº 11.065, de 1º de agosto de 2017, e dá outras providências.;03/08/2023;;PESSOAL - DAM E FCA;https://dom-web.pbh.gov.br/visualizacao/ato/422904;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PORTARIA;SMPOG;046;31/07/2023;Altera a Portaria SMPOG nº 005/2019, que define as competências essenciais, específicas e gerenciais a que se refere o art. 5º dos Decretos nº 17.045/19 e nº 17.046/19, que dispõem sobre o processo de avaliação de desempenho.;03/08/2023;APG;PESSOAL - AVALIAÇÃO DE DESEMPENHO;https://dom-web.pbh.gov.br/visualizacao/ato/422860;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DECRETO;;18.406;07/08/2023;Altera os Anexos I e IV do Decreto nº 16.676, de 31 de agosto de 2017, que dispõe sobre a codificação e a forma de recrutamento dos cargos de provimento em comissão de que trata a Lei nº 11.065, de 1º de agosto de 2017, e dá outras providências.;08/08/2023;;PESSOAL - DAM E FCA;https://dom-web.pbh.gov.br/visualizacao/ato/423172;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DECRETO;;18.370;07/08/2023;Altera o Decreto nº 18.370, de 7 de julho de 2018, que dispõe sobre o controle, a gestão e a transparência do sistema de custeio da prestação de serviços de transporte público coletivo de passageiros por ônibus no Município.;08/08/2023;;TRANSPORTES - TRANSPORTE PÚBLICO;https://dom-web.pbh.gov.br/visualizacao/ato/423171;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PORTARIA;SUMOB;029;04/08/2023;Regulamenta o Decreto nº 18.370 de 07 de julho de 2023 quanto às regras para controle das autorizações de tráfego para o sistema de transporte coletivo convencional e suplementar de passageiros por ônibus do Município de Belo Horizonte.;08/08/2023;;TRANSPORTES - TRANSPORTE PÚBLICO;https://dom-web.pbh.gov.br/visualizacao/ato/423162;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PORTARIA;SUMOB;030;04/08/2023;"Regulamenta o Decreto nº 18.370 de 07 de julho de 2023 quanto às vistorias periódicas dos veículos do sistema de transporte coletivo convencional e suplementar de passageiros por ônibus do Município de Belo Horizonte.

 ";08/08/2023;;TRANSPORTES - TRANSPORTE PÚBLICO;https://dom-web.pbh.gov.br/visualizacao/ato/423163;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DECRETO;;18.409;08/08/2023;Regulamenta a concessão do Vale-Transporte Saúde.;09/08/2023;;PESSOAL - VALE-TRANSPORTE;https://dom-web.pbh.gov.br/visualizacao/ato/423268;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PORTARIA CONJUNTA;SMSA/SUMOB;001;09/08/2023;"Regulamenta o Decreto n° 18.409, de 8 de agosto de 2023 quanto o acesso ao Auxílio Transporte estabelecido pela Lei n° 11.538, de 5 de julho de 2023.

 ";09/08/2023;;PESSOAL - VALE-TRANSPORTE;https://dom-web.pbh.gov.br/visualizacao/ato/423269;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PORTARIA CONJUNTA;SMPOG/SMSA/HOB;001;04/08/2023;"Define os critérios do procedimento seletivo interno destinado à promoção dos servidores e empregados públicos da área de atividades de medicina do Poder Executivo.

 ";10/08/2023;;PESSOAL;https://dom-web.pbh.gov.br/visualizacao/ato/423323;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;/
PORTARIA CONJUNTA;SMPOG/SMC/FMC;001;31/07/2023;Altera a Portaria Conjunta SMPOG/SMC/FMC Nº 001/2021, de 30 de dezembro de 2021, que regulamenta a prestação de serviços no regime de trabalho híbrido no âmbito da Secretaria Municipal de Cultura - SMC e da Fundação Municipal de Cultura - FMC.;12/08/2023;CULTURA;PESSOAL - TRABALHO PRESENCIAL E TELETRABALHO;https://dom-web.pbh.gov.br/visualizacao/ato/423510;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;/
PORTARIA;BELOTUR;064;16/08/2023;Institui o Programa de Desligamento Voluntário da Empresa Municipal de Turismo de Belo Horizonte – BELOTUR.;18/08/2023;BELOTUR;PESSOAL - PDV;https://dom-web.pbh.gov.br/visualizacao/ato/423672;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PORTARIA;BELOTUR;064;16/08/2023;Institui o Programa de Desligamento Voluntário da Empresa Municipal de Turismo de Belo Horizonte – BELOTUR.;19/08/2023;REPUBLICAÇÃO;PESSOAL - PDV;https://dom-web.pbh.gov.br/visualizacao/ato/423777;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DECRETO;;18.415;18/08/2023;Altera os Anexos I e IV do Decreto nº 16.676, de 31 de agosto de 2017, que dispõe sobre a codificação e a forma de recrutamento dos cargos de provimento em comissão de que trata a Lei nº 11.065, de 1º de agosto de 2017, e dá outras providências.;19/08/2023;;PESSOAL - DAM E FCA;https://dom-web.pbh.gov.br/visualizacao/ato/423871;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DECRETO;;18.421;22/08/2023;Altera os Anexos I e IV do Decreto nº 16.676, de 31 de agosto de 2017, que dispõe sobre a codificação e a forma de recrutamento dos cargos de provimento em comissão de que trata a Lei nº 11.065, de 1º de agosto de 2017, e dá outras providências.;23/08/2023;;PESSOAL - DAM E FCA;https://dom-web.pbh.gov.br/visualizacao/ato/424053;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DECRETO;;18.433;05/09/2023;"Regulamenta a Lei Complementar nº 195, de 8 de julho de 2022 – Lei Paulo Gustavo –, que dispõe sobre o apoio financeiro da União aos Estados, ao Distrito Federal e aos Municípios para garantir ações emergenciais direcionadas ao setor cultural decorrentes dos efeitos econômicos e sociais da pandemia da Covid-19.
";06/09/2023;;CULTURA - APOIO FINANCEIRO;https://dom-web.pbh.gov.br/visualizacao/ato/424949;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DECRETO;;18.434;05/09/2023;Altera os Decretos nos 17.045, 17.046 e 17.047, de 9 de janeiro de 2019.;06/09/2023;;PESSOAL - AVALIAÇÃO DE DESEMPENHO;https://dom-web.pbh.gov.br/visualizacao/ato/424950;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PORTARIA;SMPOG;049;31/08/2023;"Altera a Portaria SMPOG Nº 021/2022, de 29 de abril de 2022, que regulamenta a concessão de vale-refeição e de vale-alimentação aos servidores e empregados públicos municipais da Administração Direta, e vale lanche aos servidores ocupantes do cargo público de provimento efetivo da Guarda Civil Municipal de Belo Horizonte – CGMBH.

 ";07/09/2023;;PESSOAL - VALE-REFEIÇÃO;https://dom-web.pbh.gov.br/visualizacao/ato/425014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DECRETO;;18.437;11/09/2023;Altera o Anexo IV do Decreto nº 16.676, de 31 de agosto de 2017, que dispõe sobre a codificação e a forma de recrutamento dos cargos de provimento em comissão de que trata a Lei nº 11.065, de 1º de agosto de 2017, e dá outras providências.;12/09/2023;;PESSOAL - DAM E FCA;https://dom-web.pbh.gov.br/visualizacao/ato/425143;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROPOSIÇÃO DE LEI;;151;11/09/2023;"Institui o Processo de Transição de Governo na Prefeitura de Belo Horizonte.
";12/09/2023;;GOVERNO - TRANSIÇÃO;https://dom-web.pbh.gov.br/visualizacao/ato/425141;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DECRETO;;18.441;13/09/2023;Altera o Anexo do Decreto nº 17.762, de 5 de novembro de 2021, que estabelece critérios e procedimentos para emissão de diretrizes ambientais complementares para atividades de alto risco ambiental não enquadradas em licenciamento ambiental.;14/09/2023;Atividades de alto risco ambiental;MEIO AMBIENTE - DIRETRIZES AMBIENTAIS;https://dom-web.pbh.gov.br/visualizacao/ato/425309;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DECRETO;;18.447;19/09/2023;"Altera o Anexo IV do Decreto nº 16.676, de 31 de agosto de 2017, que dispõe sobre a codificação e a forma de recrutamento dos cargos de provimento em comissão de que trata a Lei nº 11.065, de 1º de agosto de 2017, e dá outras providências.
";20/09/2023;;PESSOAL - DAM E FCA;https://dom-web.pbh.gov.br/visualizacao/ato/425676;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LEI;;11.594;22/09/2023;Dispõe sobre as diretrizes para a elaboração da Lei do Orçamento Anual de 2024 e dá outras providências.;23/09/2023;LOA;ORÇAMENTO - LDO;https://dom-web.pbh.gov.br/visualizacao/ato/425911;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DECRETO;;18.455;26/09/2023;Altera o Anexo IV do Decreto nº 16.676, de 31 de agosto de 2017, que dispõe sobre a codificação e a forma de recrutamento dos cargos de provimento em comissão de que trata a Lei nº 11.065, de 1º de agosto de 2017, e dá outras providências.;27/09/2023;;PESSOAL - DAM E FCA;https://dom-web.pbh.gov.br/visualizacao/ato/426146;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PORTARIA CONJUNTA;SMPOG/SMED;003;26/09/2023;"Regulamenta a Lei nº 11.500, publicada em 24 de maio de 2023, que Institui a Política de Transparência Ativa e Dados Abertos das Escolas Municipais.

 ";27/09/2023;;CONTROLADORIA - ACESSO À INFORMAÇÃO - TRANSPARÊNCIA PÚBLICA;https://dom-web.pbh.gov.br/visualizacao/ato/426125;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DECRETO;;18.457;27/09/2023;Altera os Anexos I e IV do Decreto nº 16.676, de 31 de agosto de 2017, que dispõe sobre a codificação e a forma de recrutamento dos cargos de provimento em comissão de que trata a Lei nº 11.065, de 1º de agosto de 2017, e dá outras providências.;28/09/2023;;PESSOAL - DAM E FCA;https://dom-web.pbh.gov.br/visualizacao/ato/426261;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DECRETO;;18.460;28/09/2023;Altera o Decreto nº 17.913, de 29 de março de 2022, que dispõe sobre a organização do Gabinete do Prefeito e dá outras providências.;29/09/2023;Gabinete do Prefeito;ESTRUTURA;https://dom-web.pbh.gov.br/visualizacao/ato/426338;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RELATÓRIO RESUMIDO DA EXECUÇÃO ORÇAMENTÁRIA – RREO;;4º Bimestre 2023;27/09/2023;Demonstrativos Simplificados do Relatório Resumido de Execução Orçamentária;29/09/2023;;EXECUÇÃO ORÇAMENTÁRIA;https://dom-web.pbh.gov.br/visualizacao/ato/426313;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DECRETO;;18.462;29/09/2023;Altera o Anexo IV do Decreto nº 16.676, de 31 de agosto de 2017, que dispõe sobre a codificação e a forma de recrutamento dos cargos de provimento em comissão de que trata a Lei nº 11.065, de 1º de agosto de 2017, e dá outras providências.;30/09/2023;;PESSOAL - DAM E FCA;https://dom-web.pbh.gov.br/visualizacao/ato/426441;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LEI;;11.596;29/09/2023;Institui o Programa Adote uma Escola, no Município.;30/09/2023;;EDUCAÇÃO - ESCOLAS;https://dom-web.pbh.gov.br/visualizacao/ato/426439;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PORTARIA;BELOTUR;077;28/09/2023;Dispõe sobre o regime de trabalho no âmbito da Empresa Municipal de Turismo de Belo Horizonte S/A – BELOTUR.;03/10/2023;;PESSOAL - TRABALHO PRESENCIAL E TELETRABALHO;https://dom-web.pbh.gov.br/visualizacao/ato/426457;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DECRETO;;18.471;11/10/2023;"Altera o Anexo IV do Decreto nº 16.676, de 31 de agosto de 2017, que dispõe sobre a codificação e a forma de recrutamento dos cargos de provimento em comissão de que trata a Lei nº 11.065, de 1º de agosto de 2017, e dá outras providências.
";12/10/2023;;PESSOAL - DAM E FCA;https://dom-web.pbh.gov.br/visualizacao/ato/427158;Férias Túlio. Até 06/11.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PORTARIA;SMSA/SUS;602;26/10/2023;Dispõe sobre a relação nominal dos Centros de Saúde e das Academias da Cidade.;31/10/2023;;SAÚDE - ACADEMIAS DA CIDADE E CENTROS DE SAÚDE;https://dom-web.pbh.gov.br/visualizacao/ato/428189;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
